P32234	GO:0005525
Q8W491	GO:0080043
Q8W491	GO:0035251
Q7Y232	GO:0080043
Q7Y232	GO:0080044
Q7Y232	GO:0035251
Q9ZQG4	GO:0080043
Q9ZQG4	GO:0035251
Q9ZQ99	GO:0050502
Q9ZQ99	GO:0050403
Q9ZQ99	GO:0035251
Q9ZQ94	GO:0050502
Q9ZQ94	GO:0046527
Q9ZQ94	GO:0080046
Q9ZQ94	GO:0080044
Q9ZQ94	GO:0050403
Q9ZQ95	GO:0080043
Q9ZQ95	GO:0080046
Q9ZQ95	GO:0080044
Q9ZQ95	GO:0035251
O48676	GO:0047251
Q9SKC5	GO:0052638
Q9SYK9	GO:0052638
Q9SYK9	GO:0035251
O22822	GO:0052641
O22822	GO:0052639
O22822	GO:0052640
O22822	GO:0080002
O22822	GO:0035251
Q6VAA6	GO:0035251
Q9LR44	GO:0080002
Q9LR44	GO:0035251
Q9ZVY5	GO:0035251
Q0WW21	GO:0080018
Q0WW21	GO:0035251
Q9FI99	GO:0047807
Q9FI99	GO:0080062
Q9FIA0	GO:0047807
Q9FIA0	GO:0080062
Q9FI98	GO:0050139
Q9FI97	GO:0050139
O48715	GO:0080044
Q9LTH3	GO:0080043
Q9LTH3	GO:0080044
Q9LTH2	GO:0080043
Q9LTH2	GO:0080044
Q6VAB4	GO:0035251
Q9S9P6	GO:0080043
Q9S9P6	GO:0008194
Q9LFJ8	GO:0047213
Q9LFJ8	GO:0080043
Q9LFJ8	GO:0035251
Q9LFK0	GO:0080059
Q9LFK0	GO:0080043
Q9FN26	GO:0035251
D3THI6	GO:0035251
D3UAG1	GO:0035251
Q9SNB1	GO:0080043
Q9SNB1	GO:0080044
Q94AB5	GO:0080043
Q94AB5	GO:0080044
Q9M8Z7	GO:0051507
Q9M8Z7	GO:0016906
Q9XIG1	GO:0016906
Q5XF20	GO:0035251
Q9LVF0	GO:0050284
O22182	GO:0047215
O22182	GO:0080044
Q9SK82	GO:0050502
Q9SK82	GO:0050403
Q6VAB0	GO:0035251
Q9LK73	GO:0080045
Q9LK73	GO:0080043
Q9LK73	GO:0080046
Q9LK73	GO:0080044
D3UAG3	GO:0035251
Q9LZD8	GO:0035251
Q9C9B0	GO:0080043
Q9C9B0	GO:0080046
Q9C9B0	GO:0080044
Q9C9B0	GO:0035251
Q9LNE6	GO:0008194
Q46821	GO:0015143
Q46821	GO:0042907
Q08747	GO:0001165
Q8VXY9	GO:0004848
Q2QMN7	GO:0004848
Q940S3	GO:0052630
Q940S3	GO:0003977
Q16222	GO:0042802
Q16222	GO:0003977
P43123	GO:0003977
O64765	GO:0052630
O64765	GO:0003977
O64765	GO:0003983
Q07307	GO:0002060
Q07307	GO:0015143
Q07307	GO:0042907
P48777	GO:0005345
P49413	GO:0043565
P49413	GO:0003700
P51668	GO:0061631
P51668	GO:0004842
P61080	GO:0061631
D3ZDK2	GO:0004842
P62837	GO:0061631
P62837	GO:0004842
P62839	GO:0004842
P61077	GO:0061631
P61077	GO:0004842
Q9Y2X8	GO:0061631
Q9Y2X8	GO:0004842
A5PKP9	GO:0031435
A5PKP9	GO:0043130
A5PKP9	GO:0004842
P51965	GO:0042296
P51965	GO:0061631
P51965	GO:0004842
P52482	GO:0061631
Q96LR5	GO:0042296
Q96LR5	GO:0061631
Q96LR5	GO:0004842
Q969T4	GO:0004842
P52483	GO:0061631
Q9CY34	GO:0019788
P62253	GO:0061631
P62253	GO:0031625
P62253	GO:0004842
P60604	GO:0061631
P60604	GO:0004842
P60605	GO:0042802
P60605	GO:0061631
Q9Y385	GO:0061631
Q9Y385	GO:0031625
Q8N2K1	GO:0061631
Q8N2K1	GO:0031625
P68036	GO:0019899
P68036	GO:0044822
P68036	GO:0003713
P68036	GO:0061631
P68036	GO:0031625
P68036	GO:0097027
P68036	GO:0004842
P68037	GO:0061631
O14933	GO:0043130
O14933	GO:0004842
Q9QZU9	GO:0042296
Q9QZU9	GO:0019787
Q7TSS2	GO:0061631
Q8WVN8	GO:0004842
Q8K2Z8	GO:0061631
P49427	GO:0061631
P49427	GO:0004842
Q8CFI2	GO:0061631
Q712K3	GO:0061631
Q712K3	GO:0004842
O45495	GO:0031624
Q9CZY3	GO:0031624
P31254	GO:0004839
P22314	GO:0044822
P22314	GO:0004839
Q02053	GO:0004839
O94609	GO:0005524
O94609	GO:0000287
O94609	GO:0004839
P22515	GO:0004839
Q9LES2	GO:0017091
O65041	GO:0019781
Q8TBC4	GO:0019781
Q8TBC4	GO:0046982
Q8C878	GO:0019781
Q99MI7	GO:0016922
Q99MI7	GO:0019781
Q99MI7	GO:0046982
Q99344	GO:0019781
P38820	GO:0016779
P38820	GO:0070733
P38820	GO:0016783
P38820	GO:0004792
P38820	GO:0042292
P91430	GO:0031624
P91430	GO:0071566
Q9GZZ9	GO:0071566
A0AVT1	GO:0019780
Q8C7R4	GO:0019780
Q8C7R4	GO:0004839
P41226	GO:0019782
P41226	GO:0004842
Q9NZ09	GO:0043130
Q5T6F2	GO:0098641
Q5T6F2	GO:0044822
P35133	GO:0031625
P35133	GO:0004842
P35134	GO:0004842
O00103	GO:0061631
Q9XVK5	GO:0019788
P61081	GO:0019788
P61081	GO:0018169
P61081	GO:0004842
P52491	GO:0019788
Q42541	GO:0004842
O13685	GO:0061631
P42743	GO:0004842
Q9LJZ5	GO:0004842
P25865	GO:0004842
P52478	GO:0061631
P52478	GO:0031625
P21734	GO:0004842
Q9FF66	GO:0004842
Q9SLE4	GO:0004842
P42745	GO:0004842
P35129	GO:0031625
P35129	GO:0004842
O74201	GO:0004842
P23566	GO:0061631
P06104	GO:0004842
Q9FKT3	GO:0004842
Q9LSP7	GO:0004842
Q9SHI7	GO:0004842
Q94A97	GO:0004842
P42746	GO:0004842
P14682	GO:0042803
P14682	GO:0004842
P42748	GO:0004842
P46595	GO:0061631
P15731	GO:0030674
P15731	GO:0043130
P15731	GO:0004842
Q8S920	GO:0004842
Q8S919	GO:0004842
P42749	GO:0004842
P15732	GO:0004842
P42750	GO:0004842
P33296	GO:0004842
O00102	GO:0061631
Q02159	GO:0004842
P35131	GO:0004842
P28263	GO:0004842
Q9W6H5	GO:0019789
Q95017	GO:0001085
Q95017	GO:0032093
Q95017	GO:0061656
Q95017	GO:0019789
P63283	GO:0008134
P63279	GO:0019899
P63279	GO:0044822
P63279	GO:0071535
P63279	GO:0061656
P63279	GO:0019789
P63279	GO:0008134
P63280	GO:0043398
P63281	GO:0043425
P63281	GO:0008022
P63281	GO:0019789
P63281	GO:0004842
P40984	GO:0061656
P50623	GO:0019789
P25867	GO:0061631
P25867	GO:0061630
P25867	GO:0031625
P52485	GO:0004842
P52486	GO:0070628
P52486	GO:0031625
P25153	GO:0002039
P25153	GO:0019904
P25153	GO:0061631
Q8WVY7	GO:0004722
P29340	GO:0004842
P0CG48	GO:0044822
P0CG48	GO:0002020
O15205	GO:0070628
P93028	GO:0004842
P92974	GO:0004842
P49459	GO:0043130
P49459	GO:0061631
P49459	GO:0031625
P49459	GO:0004842
Q9Z255	GO:0061631
Q9Z255	GO:0031625
P63146	GO:0031625
P63146	GO:0004842
P63147	GO:0061631
P63147	GO:0031625
Q9VTY6	GO:0061631
O00762	GO:0061631
O00762	GO:0004842
Q969M7	GO:0019788
P62256	GO:0004842
P62257	GO:0061631
P61085	GO:0061631
P61086	GO:0031625
P61086	GO:0004842
P61086	GO:0034450
P35128	GO:0031624
P35128	GO:0031625
P61088	GO:0044822
P61088	GO:0043130
P61088	GO:0004842
Q9C0C9	GO:0044822
Q9C0C9	GO:0061631
Q9C0C9	GO:0061630
Q9C0C9	GO:0004842
Q16763	GO:0061631
Q16763	GO:0004842
Q9NPD8	GO:0003682
Q9NPD8	GO:0061631
Q9NPD8	GO:0031625
Q9NPD8	GO:0004842
Q96B02	GO:0031625
Q96B02	GO:0004842
Q8VDW4	GO:0061631
Q8VDW4	GO:0031625
Q8VDW4	GO:0004842
Q3UE37	GO:0061631
Q05086	GO:0061630
Q05086	GO:0004842
O08759	GO:0003713
O08759	GO:0061630
Q15386	GO:0004842
E9Q735	GO:0061630
E9Q735	GO:0034450
Q9ES00	GO:0005524
Q9ES00	GO:0019899
Q9ES00	GO:0061630
Q9ES00	GO:0034450
Q09349	GO:0051087
Q09349	GO:0031625
Q09349	GO:0034450
P17480	GO:0044822
P17480	GO:0001164
P17480	GO:0001165
O14562	GO:0098641
O14562	GO:0044822
P0CG63	GO:0043008
P0CG63	GO:0031386
E7FB98	GO:0016209
E7FB98	GO:0004517
E7FB98	GO:0004659
Q9Y5Z9	GO:0016209
Q9Y5Z9	GO:0004659
P0AGK1	GO:0008412
P0AGK1	GO:0016765
P26602	GO:0008813
P0AAB4	GO:0008694
P0AAB4	GO:0042802
P0A887	GO:0043333
P75728	GO:0008682
P17993	GO:0043431
P25534	GO:0008681
P25535	GO:0019168
P35544	GO:0044822
Q9NZI7	GO:0003677
Q9NZI7	GO:0003714
Q9NZI7	GO:0003700
P0AG03	GO:0008694
O14399	GO:0031386
P35127	GO:0004843
P11441	GO:0051087
P11441	GO:0019787
Q10171	GO:0004843
Q9UUB6	GO:0004843
Q9NPG3	GO:0003700
Q14694	GO:0004197
Q14694	GO:0044325
Q14694	GO:0002039
Q14694	GO:0044822
Q14694	GO:0004843
P53874	GO:0004843
P51784	GO:0004197
P51784	GO:0004843
Q5D006	GO:0004197
Q9UUD6	GO:0004843
P36026	GO:0004843
O75317	GO:0004197
O75317	GO:0004843
O60079	GO:0004843
P39538	GO:0004843
Q92995	GO:1904288
Q92995	GO:0051087
Q92995	GO:0004197
Q92995	GO:0070628
Q92995	GO:0004843
Q92995	GO:0043130
Q92995	GO:0031625
Q92995	GO:0044389
Q92995	GO:1904454
P38187	GO:0004843
Q8L6Y1	GO:0004843
Q0IIF7	GO:0070628
P54578	GO:0004197
P54578	GO:0004866
P54578	GO:0070628
P54578	GO:0004843
P54578	GO:0008193
Q11119	GO:1990380
P38237	GO:0004843
Q9Y4E8	GO:0004197
Q9Y4E8	GO:0042802
Q9Y4E8	GO:0046332
Q9Y4E8	GO:0004843
Q9Y4E8	GO:0005160
Q9Y4E8	GO:0061649
Q9R085	GO:0004843
P50101	GO:0004843
Q9Y5T5	GO:0004197
Q9Y5T5	GO:0042393
Q9Y5T5	GO:0004843
Q9Y5T5	GO:0003713
Q9Y5T5	GO:0043130
Q9Y5T5	GO:0008270
O74442	GO:0004843
Q02863	GO:0004843
Q9UMW8	GO:0019785
Q9UMW8	GO:0004843
Q9WTV6	GO:0019785
O94966	GO:0051879
O94966	GO:0004843
Q3UJD6	GO:1990380
Q3UJD6	GO:0004843
Q3UJD6	GO:0031625
O94782	GO:0004197
O94782	GO:0004843
Q9USM5	GO:0004843
P25037	GO:0004843
Q9Y2K6	GO:0004197
Q9Y2K6	GO:0001664
Q9UK80	GO:0008234
Q9UK80	GO:0019784
Q9UK80	GO:0004843
Q9QZL6	GO:0008234
Q9QZL6	GO:0003713
Q9UTT1	GO:0004843
Q9UTT1	GO:0036459
Q9UPT9	GO:0019899
Q9UPT9	GO:0030374
Q9UPT9	GO:0004843
Q9UPT9	GO:0003713
Q5DU02	GO:0004843
Q9UHP3	GO:0051117
Q9UHP3	GO:0008233
Q9UHP3	GO:0032183
Q9UHP3	GO:0004843
Q9UHP3	GO:0031625
Q96RU2	GO:0004843
Q14157	GO:0044822
O57429	GO:0004843
O75604	GO:0030332
O75604	GO:0004197
O75604	GO:0004843
O75604	GO:0031625
O88623	GO:0042802
Q9P3U0	GO:0004843
Q01476	GO:0004843
Q70CQ3	GO:0004197
Q70CQ3	GO:0004843
Q3UN04	GO:0004843
Q70CQ4	GO:0004843
Q8TEY7	GO:0004197
Q8TEY7	GO:0001664
Q8TEY7	GO:0017160
Q8TEY7	GO:0004843
Q8TEY7	GO:0008270
Q70CQ2	GO:0004197
Q70CQ2	GO:0004843
Q9P2H5	GO:0004843
Q9VRP5	GO:0004843
Q9P275	GO:0044822
Q9P275	GO:0004843
Q86T82	GO:0004197
Q86T82	GO:0019901
Q86T82	GO:0004843
Q8NB14	GO:0004843
Q9Y6I4	GO:0042393
Q9Y6I4	GO:0004843
O94269	GO:0004843
Q01477	GO:0003729
Q01477	GO:0004843
Q9H9J4	GO:0004843
B2RQC2	GO:0004843
Q70EL4	GO:0019785
Q9H0E7	GO:0004843
Q70EL2	GO:0004843
P34547	GO:0035255
P34547	GO:0004843
P62068	GO:0004843
Q96K76	GO:0004843
Q96K76	GO:0071987
Q70CQ1	GO:0004197
Q70CQ1	GO:0042393
Q70CQ1	GO:0004843
Q13107	GO:0031685
Q13107	GO:0042802
Q13107	GO:0004843
O60139	GO:0004843
O60139	GO:0036459
P32571	GO:0004843
Q70EK9	GO:0004843
P45974	GO:0004197
P45974	GO:0004843
P45974	GO:0043130
Q09879	GO:0004843
Q09879	GO:0036459
P39944	GO:0004843
Q949Y0	GO:0005516
P35125	GO:0005516
P35125	GO:0004197
P35125	GO:0003676
P35125	GO:0004843
Q92353	GO:0004843
P43593	GO:0004843
Q7JKC3	GO:0061629
Q93009	GO:0004197
Q93009	GO:0002039
Q93009	GO:0008022
Q93009	GO:0004843
Q93009	GO:0008134
Q93009	GO:0031625
Q6A4J8	GO:0004197
Q6A4J8	GO:0004843
Q4VSI4	GO:0042803
Q9P7S5	GO:0004843
P40453	GO:0004843
P40818	GO:0098641
P40818	GO:0004197
P40818	GO:0004843
Q80U87	GO:0004843
Q09738	GO:0004843
P50102	GO:0032947
P50102	GO:0004843
Q9P7V9	GO:0036459
P39967	GO:0004843
Q24574	GO:0004843
Q9UMX0	GO:0042802
Q9UMX0	GO:0019900
Q9UMX0	GO:0031593
Q9JJP9	GO:0019904
Q9NRR5	GO:0042802
Q9NRR5	GO:0031593
P91133	GO:0031624
Q8IWV7	GO:0070728
O70481	GO:0004842
O60152	GO:0061630
P19812	GO:0004842
Q8IWV8	GO:0070728
Q8IWV8	GO:0004842
Q6WKZ8	GO:0061630
Q07963	GO:0004842
Q5U430	GO:0061630
Q5U430	GO:0004842
Q5T4S7	GO:0004842
O95071	GO:0004842
O95071	GO:0034450
Q62671	GO:0019904
Q62671	GO:0061630
Q8BGG7	GO:0004725
P34223	GO:0008599
Q99KJ0	GO:0033130
O14048	GO:0043130
Q04228	GO:0030674
Q9UT81	GO:0043130
Q12229	GO:0030276
P54730	GO:0032403
Q04323	GO:0051117
Q04323	GO:0036435
Q04323	GO:0071796
Q04323	GO:0031593
Q04323	GO:0043130
Q04323	GO:0031625
O94888	GO:0008134
O94888	GO:0043130
O94888	GO:0031625
P05048	GO:0003677
Q23946	GO:0003677
P83949	GO:0003677
P83949	GO:0019904
P83949	GO:0000980
P83949	GO:0043565
P20822	GO:0003677
Q24703	GO:0003677
Q8T940	GO:0003700
Q8E372	GO:0052757
Q9A0T3	GO:0052757
Q8DR77	GO:0052757
O04482	GO:0004843
P09936	GO:0031694
P09936	GO:0004197
P09936	GO:0008242
P09936	GO:0043130
P09936	GO:0031625
Q9R0P9	GO:0004843
P15374	GO:0008233
P15374	GO:0043130
Q9JKB1	GO:0008233
Q9XSJ0	GO:0070628
Q9Y5K5	GO:0004866
Q9Y5K5	GO:0044822
Q9Y5K5	GO:0070628
Q9Y5K5	GO:0004843
P35122	GO:0004843
Q9HA47	GO:0019206
Q9BZX2	GO:0019206
P55089	GO:0005184
P55090	GO:0051430
P55090	GO:0051431
P55090	GO:0001664
P55090	GO:0046811
Q96RP3	GO:0042562
Q96RP3	GO:0005102
Q99ML8	GO:0001664
Q91WW1	GO:0051431
Q924A4	GO:0005184
P12242	GO:0017077
P04633	GO:0017077
P55916	GO:0005215
P56501	GO:0017077
P56499	GO:0015078
O74345	GO:0031593
Q10187	GO:0031593
O13773	GO:0031593
O94685	GO:0031593
Q9ZR03	GO:0046028
P20788	GO:0032403
P20788	GO:0008121
Q9HAW8	GO:0019899
Q9HAW8	GO:0015020
Q9HAW8	GO:0046982
Q9HAW8	GO:0042803
Q9HAW8	GO:0005080
P22309	GO:0019899
P22309	GO:0004857
P22309	GO:0015020
P22309	GO:0046982
P22309	GO:0042803
P22309	GO:0001972
P22309	GO:0005496
Q64550	GO:0019899
Q64550	GO:0015020
P35503	GO:0019899
P35503	GO:0015020
P35503	GO:0046982
P35503	GO:0042803
P35503	GO:0001972
P22310	GO:0019899
P22310	GO:0015020
P22310	GO:0046982
P22310	GO:0042803
P19224	GO:0019899
P19224	GO:0015020
P19224	GO:0046982
P19224	GO:0042803
Q64435	GO:0015020
P08430	GO:0015020
P08430	GO:0032403
Q9HAW7	GO:0008144
Q9HAW7	GO:0019899
Q9HAW7	GO:0004857
Q9HAW7	GO:0015020
Q9HAW7	GO:0046982
Q9HAW7	GO:0042803
Q9HAW7	GO:0005080
Q9HAW7	GO:0001972
Q64633	GO:0015020
Q9HAW9	GO:0008144
Q9HAW9	GO:0019899
Q9HAW9	GO:0004857
Q9HAW9	GO:0005504
Q9HAW9	GO:0015020
Q9HAW9	GO:0046982
Q9HAW9	GO:0042803
Q9HAW9	GO:0001972
Q9HAW9	GO:0005496
Q64634	GO:0015020
O60656	GO:0019899
O60656	GO:0004857
O60656	GO:0015020
O60656	GO:0046982
O60656	GO:0042803
O60656	GO:0001972
Q9Y4X1	GO:0015020
P36510	GO:0015020
Q6UWM9	GO:0015020
P09875	GO:0015020
P08541	GO:0015020
P06133	GO:0015020
P16662	GO:0015020
Q6NUS8	GO:0015020
Q6NUS8	GO:0008194
Q3UP75	GO:0008194
Q3SY77	GO:0008194
Q8JZZ0	GO:0008194
Q9XU84	GO:0004382
Q9XU84	GO:0045134
P54855	GO:0015020
P36511	GO:0015020
O75795	GO:0015020
P08542	GO:0015020
P19488	GO:0015020
P76373	GO:0003979
P0C0F4	GO:0003979
P12758	GO:0042802
P12758	GO:0004850
Q03598	GO:0031624
Q9Y3C8	GO:0071568
Q92890	GO:0004843
P70362	GO:0036435
Q9ES53	GO:0051117
Q9ES53	GO:0032403
Q9ES53	GO:0005102
P53044	GO:0031593
P53044	GO:0043130
P54860	GO:0034450
P33202	GO:0004842
O94874	GO:0071568
P51094	GO:0047213
Q39090	GO:0008134
Q39090	GO:0004842
P30530	GO:0001786
P30530	GO:0004713
P30530	GO:0004714
Q00993	GO:0046982
Q9CZP0	GO:0016790
Q9CZP0	GO:0071567
Q9NUQ7	GO:0016790
Q9NUQ7	GO:0071567
Q99K23	GO:0016790
Q99K23	GO:0071567
P38067	GO:0009013
P26370	GO:0000978
P26370	GO:0001010
P26370	GO:0001077
P32837	GO:0015495
P32837	GO:0015489
Q9C521	GO:0005457
Q9C521	GO:0005459
Q9C521	GO:0005460
Q9SRE4	GO:0005457
Q9SRE4	GO:0022857
Q9SRE4	GO:0005459
Q9SRE4	GO:0005460
Q9FZE1	GO:0003979
Q9LIA8	GO:0003979
Q9LF33	GO:0003979
Q9FM01	GO:0003979
Q19905	GO:0042802
Q19905	GO:0003979
O02373	GO:0003979
O60701	GO:0009055
O60701	GO:0003979
O70475	GO:0003979
O70199	GO:0003979
Q42605	GO:0050373
Q42605	GO:0003978
B0M3E8	GO:0050373
Q9Y7X5	GO:0003978
Q9T0A7	GO:0003978
Q8LDN8	GO:0050373
Q8LDN8	GO:0003978
Q9C7W7	GO:0003978
Q9SN58	GO:0003978
Q9NYU2	GO:0003980
Q9NYU2	GO:0051082
Q9JLA3	GO:0003980
Q9JLA3	GO:0051082
Q09332	GO:0003980
Q09140	GO:0005509
Q09140	GO:0005537
Q09140	GO:0051787
Q09140	GO:0003980
Q8GXV5	GO:0071522
Q7F1K9	GO:0071522
P08800	GO:0003983
P78811	GO:0003983
P32861	GO:0070569
P32861	GO:0003983
Q54YZ0	GO:0003983
P10905	GO:0015169
P10905	GO:0001406
Q16851	GO:0042802
Q16851	GO:0003983
P10906	GO:0015169
P10906	GO:0001406
P10908	GO:0047389
P10908	GO:0008889
P10908	GO:0047395
P10908	GO:0000287
F8WKW1	GO:0035251
Q54IL5	GO:0051507
Q54IL5	GO:0051505
Q54IL5	GO:0051506
Q54IL5	GO:0051508
Q54IL5	GO:0051509
F8WLS6	GO:0035251
U3UA11	GO:0035251
U3U992	GO:0035251
P54166	GO:0047228
Q2FZP7	GO:0047228
Q5HH69	GO:0047228
Q8TAS1	GO:0005524
Q8TAS1	GO:0004674
Q8TAS1	GO:0016740
P97343	GO:0004672
P97343	GO:0043021
Q63285	GO:0005524
Q63285	GO:0019899
Q63285	GO:0004674
P0AGA6	GO:0003677
P09835	GO:0004721
P09835	GO:0000155
P0AGC0	GO:0015526
Q96T88	GO:0000987
Q96T88	GO:0044729
Q96T88	GO:0042393
Q96T88	GO:0008327
Q96T88	GO:0035064
Q96T88	GO:0003700
Q96T88	GO:0004842
Q96T88	GO:0008270
Q8VDF2	GO:0044729
Q8VDF2	GO:0042802
Q8VDF2	GO:0035064
Q8VDF2	GO:0031493
Q8VDF2	GO:0061630
Q96PU4	GO:0061630
Q96PU4	GO:0004842
Q7TMI3	GO:0042393
P0CE44	GO:0005215
Q96QD9	GO:0003729
Q96QD9	GO:0044822
Q96RL1	GO:0042393
Q96RL1	GO:0070530
Q5U5Q9	GO:0046965
P52758	GO:0044822
P52759	GO:0016892
P52759	GO:0043167
P52759	GO:0036041
P52759	GO:1904012
P52759	GO:0042803
P52759	GO:0046914
P52759	GO:1904013
Q9FKS0	GO:0004845
Q9FKS0	GO:0004849
Q9LK34	GO:0004849
P10221	GO:0042802
Q9VTE9	GO:0001540
Q13564	GO:0046982
Q13564	GO:0031625
Q12059	GO:0019781
P39301	GO:0090585
P69822	GO:0090585
P69820	GO:0090585
P39304	GO:0033982
P39304	GO:0000287
P39305	GO:0034015
P39306	GO:0008742
P39300	GO:0035460
P39300	GO:0030145
P0A9W0	GO:0031418
O75385	GO:0032403
O75385	GO:0004674
O75385	GO:0017137
O70405	GO:0051879
O70405	GO:0004672
O70405	GO:0019901
O70405	GO:0004674
Q8IYT8	GO:0004674
Q9QY01	GO:0004674
Q6PHR2	GO:0004674
Q8GYL3	GO:0016929
Q8RWN0	GO:0016929
Q2PS26	GO:0016929
O42957	GO:0016929
Q02724	GO:0008234
Q02724	GO:0016929
P40537	GO:0008234
P40537	GO:0016929
Q08562	GO:0032183
Q03010	GO:0003714
P39001	GO:0070491
P39001	GO:0000978
P39001	GO:0000989
P39001	GO:0001078
Q9ZUX4	GO:0005507
P09556	GO:0004588
P09556	GO:0004590
Q01637	GO:0004588
Q01637	GO:0004590
P11172	GO:0004588
P11172	GO:0004590
P0AG11	GO:0003887
P23678	GO:0008574
P23678	GO:0008017
P23678	GO:0005546
P23678	GO:0070273
P23678	GO:0048156
Q09274	GO:0005216
Q18685	GO:0050839
Q18685	GO:0005178
Q18685	GO:0043621
Q18685	GO:0005198
Q10658	GO:0008289
Q4KUS2	GO:0019992
Q62768	GO:0019904
Q62768	GO:0046982
Q62768	GO:0042803
Q62768	GO:0047485
Q62768	GO:0000149
Q62768	GO:0030507
Q62768	GO:0017075
O14795	GO:0004872
O14795	GO:0004871
Q9Z1N9	GO:0001566
Q8K0T7	GO:0001566
Q70J99	GO:0017137
Q9H3U1	GO:0098641
Q99KD5	GO:0051879
Q8CGY6	GO:0051879
Q8IV45	GO:0008233
Q8VCW4	GO:0008565
Q8VCW4	GO:0035325
P34711	GO:0005277
P34815	GO:0019905
Q23551	GO:0004674
P52906	GO:0043565
P52906	GO:0000983
Q01630	GO:0031005
P34374	GO:0005246
P34374	GO:0005245
O02482	GO:0008134
Q93705	GO:0035035
Q93705	GO:0042802
Q93705	GO:0000977
P29506	GO:0003700
O55227	GO:0003723
Q23023	GO:0004672
Q06561	GO:0005198
Q7YSI9	GO:0051015
Q22271	GO:0015271
O08721	GO:0005042
O08722	GO:0005042
O95185	GO:0005042
O08747	GO:0005042
Q26261	GO:1990782
Q9XV66	GO:0005261
Q23064	GO:0045503
Q20745	GO:0005521
P13528	GO:0000977
P13528	GO:0000981
P13528	GO:0043565
P13528	GO:0008134
P37806	GO:0051015
P37806	GO:0017022
O01761	GO:0019902
O01761	GO:0017048
O01761	GO:0005089
Q93380	GO:0015459
P50464	GO:0017022
Q19203	GO:0008092
Q19203	GO:0017022
Q19203	GO:0008270
Q9SYB9	GO:0004672
Q9SYB9	GO:0008134
Q9LIH6	GO:0004844
Q9U221	GO:0004844
P12295	GO:0004844
P13051	GO:0003684
P13051	GO:0019899
P97931	GO:0004844
P9WFQ9	GO:0004844
O74834	GO:0004844
P12887	GO:0004844
Q9H9P5	GO:0004842
Q9C0B0	GO:1990715
Q9C0B0	GO:0044822
Q8BL48	GO:1990715
Q4V5A3	GO:0003700
Q05588	GO:0035375
Q03405	GO:0019899
Q03405	GO:0019904
Q03405	GO:0005102
P49616	GO:0030377
Q59QC7	GO:0000982
Q12151	GO:0000978
Q12151	GO:0001077
P38572	GO:0042803
Q9D132	GO:0048029
Q08537	GO:0042803
Q9SU29	GO:0004842
Q16831	GO:0004850
P52624	GO:0004850
O95045	GO:0004850
P60932	GO:0050380
P60472	GO:0008834
P60472	GO:0000287
Q9M336	GO:0004845
P0A8F0	GO:0042802
P18562	GO:0004845
Q9ZPR7	GO:0005274
Q9ZPR7	GO:0015210
Q05776	GO:1990050
Q9ZQ89	GO:0005274
Q9ZQ89	GO:0015210
Q93Z75	GO:0005274
Q93Z75	GO:0015210
Q93Z75	GO:0042907
Q6UW78	GO:1901612
Q6UW78	GO:0070300
Q9UKP6	GO:0004930
P49684	GO:0001604
P28274	GO:0003883
P38627	GO:0003883
P0AGM7	GO:0015210
Q283N4	GO:0016831
Q96WL3	GO:0003714
P23202	GO:0004602
P23202	GO:0051219
P23202	GO:0003714
Q9SR52	GO:0009039
E0ZS48	GO:0009039
O00084	GO:0009039
P9WFE3	GO:0003924
Q6BDS2	GO:0042826
Q6BDS2	GO:0042802
Q9SJM7	GO:0047622
Q9SJM7	GO:0047724
Q9SJM7	GO:0045437
Q9SJM7	GO:0072585
Q04179	GO:0070635
Q04179	GO:0070636
Q04179	GO:0050263
Q04179	GO:0045437
Q8LAC4	GO:0047724
Q8LAC4	GO:0035251
O04420	GO:0004846
P33282	GO:0004846
P25688	GO:0004846
P82858	GO:0004846
P09118	GO:0004846
Q9W148	GO:0019212
P27515	GO:0004849
P0A8F4	GO:0043771
P0A8F4	GO:0004849
P40554	GO:0042803
P40554	GO:0031386
Q7CRQ0	GO:0050388
P29598	GO:0008233
P07911	GO:0019864
Q8K1B8	GO:0005178
O64642	GO:0050265
Q92738	GO:0005096
Q92738	GO:0017137
Q95YI5	GO:0015297
Q95YI5	GO:0005459
Q95YI5	GO:0005460
Q95YI5	GO:0005461
Q95YI5	GO:0005462
Q95YI5	GO:0005464
Q03714	GO:0042802
Q03714	GO:0032947
Q9BQ65	GO:0000175
O13915	GO:1990838
Q8N6Y0	GO:0030165
P53146	GO:0005484
P22415	GO:0043425
P22415	GO:0019899
P22415	GO:0042826
P22415	GO:0046982
P22415	GO:0042803
P22415	GO:0019901
P22415	GO:0043565
P22415	GO:0003705
Q61069	GO:0003677
Q61069	GO:0003700
Q15853	GO:0043425
Q15853	GO:0046982
Q15853	GO:0042803
Q15853	GO:0043565
Q15853	GO:0003705
Q15853	GO:0003700
Q64705	GO:0003677
Q63665	GO:0003690
Q63665	GO:0046982
Q63665	GO:0042803
Q63665	GO:0000978
Q63665	GO:0043565
Q63665	GO:0003700
Q9Y6N9	GO:0030507
Q495M9	GO:0030507
Q80T11	GO:0042803
O75445	GO:0005518
Q2QI47	GO:0005518
Q2QI47	GO:0017022
Q2QI47	GO:0042803
P07024	GO:0008253
P07024	GO:0008768
Q9VPQ6	GO:0001102
Q9VPQ6	GO:0008134
P41541	GO:0042802
O60763	GO:0098641
O60763	GO:0044822
Q9Z1Z0	GO:0008565
